head,relation,tail
N0111,죄명,모살미수
N0111,주문,징역 7년
N0111,판결연도,year_1912
N0111,연루사건,e002
N0111,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0112,나이,30세(3월 6일생)
N0112,죄명,모살미수
N0112,주문,징역 5년
N0112,판결연도,year_1912
N0112,연루사건,e002
N0112,본적주소,addr_평북
모살미수,URI,❌ 없음
평북,URI,https://www.wikidata.org/wiki/Q109348
N0113,나이,20세(1월 28일생)
N0113,죄명,모살미수
N0113,주문,징역 6년
N0113,판결연도,year_1912
N0113,연루사건,e002
N0113,본적주소,addr_평북
모살미수,URI,❌ 없음
평북,URI,https://www.wikidata.org/wiki/Q109348
N0114,나이,34세(10월 7일생)
N0114,죄명,모살미수
N0114,주문,무죄
N0114,판결연도,year_1912
N0114,연루사건,e002
N0114,본적주소,addr_평북
모살미수,URI,❌ 없음
평북,URI,https://www.wikidata.org/wiki/Q109348
N0115,나이,21세(2월 19일생)
N0115,죄명,모살미수
N0115,주문,징역 5년
N0115,판결연도,year_1912
N0115,연루사건,e002
N0115,본적주소,addr_황해도
모살미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N0116,나이,25세(8월 4일생)
N0116,죄명,모살미수
N0116,주문,징역 5년
N0116,판결연도,year_1912
N0116,연루사건,e002
N0116,본적주소,addr_평북
모살미수,URI,❌ 없음
평북,URI,https://www.wikidata.org/wiki/Q109348
N0117,나이,36세(9월 24일생)
N0117,죄명,모살미수
N0117,주문,징역 7년
N0117,판결연도,year_1912
N0117,연루사건,e002
N0117,본적주소,addr_평북
모살미수,URI,❌ 없음
평북,URI,https://www.wikidata.org/wiki/Q109348
N0118,나이,40세(8월 15일생)
N0118,죄명,모살미수
N0118,주문,무죄(원판결 취소)
N0118,판결연도,year_1913
N0118,연루사건,e003
N0118,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0119,나이,24세(2월 5일생)
N0119,죄명,모살미수
N0119,주문,무죄(원판결 취소)
N0119,판결연도,year_1913
N0119,연루사건,e003
N0119,본적주소,addr_함경남도
모살미수,URI,❌ 없음
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N0120,나이,30세(9월 9일생)
N0120,죄명,모살미수
N0120,주문,무죄(원판결 취소)
N0120,판결연도,year_1913
N0120,연루사건,e003
N0120,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0121,나이,22세(2월 19일생)
N0121,죄명,모살미수
N0121,주문,무죄(원판결 취소)
N0121,판결연도,year_1913
N0121,연루사건,e003
N0121,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0122,나이,30세(1월 5일생)
N0122,죄명,모살미수
N0122,주문,무죄(원판결 취소)
N0122,판결연도,year_1913
N0122,연루사건,e003
N0122,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0123,나이,30세(2월 15일생)
N0123,죄명,모살미수
N0123,주문,무죄(원판결 취소)
N0123,판결연도,year_1913
N0123,연루사건,e003
N0123,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0007,나이,34세(3월 3일생)
N0007,죄명,모살미수
N0007,주문,무죄(원판결 취소)
N0007,판결연도,year_1913
N0007,연루사건,e003
N0007,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0124,나이,24세(3월 4일생)
N0124,죄명,모살미수
N0124,주문,무죄(원판결 취소)
N0124,판결연도,year_1913
N0124,연루사건,e003
N0124,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0125,나이,32세(1월 20일생)
N0125,죄명,모살미수
N0125,주문,무죄(원판결 취소)
N0125,판결연도,year_1913
N0125,연루사건,e003
N0125,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0126,나이,21세(12월 27일생)
N0126,죄명,모살미수
N0126,주문,무죄(원판결 취소)
N0126,판결연도,year_1913
N0126,연루사건,e003
N0126,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0127,나이,50세(9월 20일생)
N0127,죄명,모살미수
N0127,주문,무죄(원판결 취소)
N0127,판결연도,year_1913
N0127,연루사건,e003
N0127,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0128,나이,26세(9월 26일생)
N0128,죄명,모살미수
N0128,주문,무죄(원판결 취소)
N0128,판결연도,year_1913
N0128,연루사건,e003
N0128,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0129,나이,57세(5월 16일생)
N0129,죄명,모살미수
N0129,주문,무죄(원판결 취소)
N0129,판결연도,year_1913
N0129,연루사건,e003
N0129,본적주소,addr_함경남도
모살미수,URI,❌ 없음
함경남도,URI,https://www.wikidata.org/wiki/Q109368
N0019,나이,25세(1월 27일생)
N0019,죄명,모살미수
N0019,주문,무죄(원판결 취소)
N0019,판결연도,year_1913
N0019,연루사건,e003
N0019,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0130,나이,30세(11월 6일생)
N0130,죄명,모살미수
N0130,주문,무죄(원판결 취소)
N0130,판결연도,year_1913
N0130,연루사건,e003
N0130,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0131,나이,32세(11월 28일생)
N0131,죄명,모살미수
N0131,주문,무죄(원판결 취소)
N0131,판결연도,year_1913
N0131,연루사건,e003
N0131,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0132,나이,22세(3월 12일생)
N0132,죄명,모살미수
N0132,주문,무죄(원판결 취소)
N0132,판결연도,year_1913
N0132,연루사건,e003
N0132,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0133,나이,42세(12월 3일생)
N0133,죄명,모살미수
N0133,주문,무죄(원판결 취소)
N0133,판결연도,year_1913
N0133,연루사건,e003
N0133,본적주소,addr_의주부
모살미수,URI,❌ 없음
의주부,URI,https://www.wikidata.org/wiki/Q701248
N0026,나이,24세(3월 6일생)
N0026,죄명,모살미수
N0026,주문,무죄(원판결 취소)
N0026,판결연도,year_1913
N0026,연루사건,e003
N0026,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0134,나이,26세(1월 6일생)
N0134,죄명,모살미수
N0134,주문,무죄(원판결 취소)
N0134,판결연도,year_1913
N0134,연루사건,e003
N0134,본적주소,addr_황해도
모살미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N0028,나이,21세(5월 8일생)
N0028,죄명,모살미수
N0028,주문,무죄(원판결 취소)
N0028,판결연도,year_1913
N0028,연루사건,e003
N0028,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0135,나이,30세(7월 4일생)
N0135,죄명,모살미수
N0135,주문,무죄(원판결 취소)
N0135,판결연도,year_1913
N0135,연루사건,e003
N0135,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0136,나이,43세(2월 1일생)
N0136,죄명,모살미수
N0136,주문,무죄(원판결 취소)
N0136,판결연도,year_1913
N0136,연루사건,e003
N0136,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0031,나이,39세(6월 6일생)
N0031,죄명,모살미수
N0031,주문,무죄(원판결 취소)
N0031,판결연도,year_1913
N0031,연루사건,e003
N0031,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0137,나이,36세(9월 14일생)
N0137,죄명,모살미수
N0137,주문,무죄(원판결 취소)
N0137,판결연도,year_1913
N0137,연루사건,e003
N0137,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0138,나이,30세(2월 21일생)
N0138,죄명,모살미수
N0138,주문,무죄(원판결 취소)
N0138,판결연도,year_1913
N0138,연루사건,e003
N0138,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0139,나이,49세(9월 9일생)
N0139,죄명,모살미수
N0139,주문,무죄(원판결 취소)
N0139,판결연도,year_1913
N0139,연루사건,e003
N0139,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0140,나이,29세(7월 29일생)
N0140,죄명,모살미수
N0140,주문,무죄(원판결 취소)
N0140,판결연도,year_1913
N0140,연루사건,e003
N0140,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0141,나이,32세(12월 8일생)
N0141,죄명,모살미수
N0141,주문,무죄(원판결 취소)
N0141,판결연도,year_1913
N0141,연루사건,e003
N0141,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0142,나이,35세(11월 23일생)
N0142,죄명,모살미수
N0142,주문,무죄(원판결 취소)
N0142,판결연도,year_1913
N0142,연루사건,e003
N0142,본적주소,addr_의주부
모살미수,URI,❌ 없음
의주부,URI,https://www.wikidata.org/wiki/Q701248
N0143,나이,30세(7월 6일생)
N0143,죄명,모살미수
N0143,주문,무죄(원판결 취소)
N0143,판결연도,year_1913
N0143,연루사건,e003
N0143,본적주소,addr_의주부
모살미수,URI,❌ 없음
의주부,URI,https://www.wikidata.org/wiki/Q701248
N0144,나이,32세(11월 14일생)
N0144,죄명,모살미수
N0144,주문,무죄(원판결 취소)
N0144,판결연도,year_1913
N0144,연루사건,e003
N0144,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0145,나이,32세(4월 13일생)
N0145,죄명,모살미수
N0145,주문,무죄(원판결 취소)
N0145,판결연도,year_1913
N0145,연루사건,e003
N0145,본적주소,addr_평안남도
모살미수,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N0146,나이,30세(8월 2일생)
N0146,죄명,모살미수
N0146,주문,무죄(원판결 취소)
N0146,판결연도,year_1913
N0146,연루사건,e003
N0146,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0147,나이,26세(12월 30일생)
N0147,죄명,모살미수
N0147,주문,무죄(원판결 취소)
N0147,판결연도,year_1913
N0147,연루사건,e003
N0147,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0148,나이,33세(7월 18일생)
N0148,죄명,모살미수
N0148,주문,무죄(원판결 취소)
N0148,판결연도,year_1913
N0148,연루사건,e003
N0148,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0149,나이,39세(5월 10일생)
N0149,죄명,모살미수
N0149,주문,무죄(원판결 취소)
N0149,판결연도,year_1913
N0149,연루사건,e003
N0149,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0046,나이,33세(2월 25일생)
N0046,죄명,모살미수
N0046,주문,무죄(원판결 취소)
N0046,판결연도,year_1913
N0046,연루사건,e003
N0046,본적주소,addr_황해도
모살미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N0150,나이,31세(3월 7일생)
N0150,죄명,모살미수
N0150,주문,무죄(원판결 취소)
N0150,판결연도,year_1913
N0150,연루사건,e003
N0150,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0151,나이,27세(11월 3일생)
N0151,죄명,모살미수
N0151,주문,무죄(원판결 취소)
N0151,판결연도,year_1913
N0151,연루사건,e003
N0151,본적주소,addr_의주부
모살미수,URI,❌ 없음
의주부,URI,https://www.wikidata.org/wiki/Q701248
N0152,나이,25세(2월 5일생)
N0152,죄명,모살미수
N0152,주문,무죄(원판결 취소)
N0152,판결연도,year_1913
N0152,연루사건,e003
N0152,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0153,나이,26세(7월 2일생)
N0153,죄명,모살미수
N0153,주문,무죄(원판결 취소)
N0153,판결연도,year_1913
N0153,연루사건,e003
N0153,본적주소,addr_평안남도
모살미수,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N0154,나이,46세(7월 26일생)
N0154,죄명,모살미수
N0154,주문,무죄(원판결 취소)
N0154,판결연도,year_1913
N0154,연루사건,e003
N0154,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0155,나이,39세(9월 23일생)
N0155,죄명,모살미수
N0155,주문,징역 6년(원판결 취소)
N0155,판결연도,year_1913
N0155,연루사건,e003
N0155,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0156,나이,43세(4월 2일생)
N0156,죄명,모살미수
N0156,주문,징역 6년(원판결 취소)
N0156,판결연도,year_1913
N0156,연루사건,e003
N0156,본적주소,addr_경성부
모살미수,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N0054,나이,43세(3월 10일생)
N0054,죄명,모살미수
N0054,주문,무죄(원판결 취소)
N0054,판결연도,year_1913
N0054,연루사건,e003
N0054,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0157,나이,36세(2월 1일생)
N0157,죄명,모살미수
N0157,주문,무죄(원판결 취소)
N0157,판결연도,year_1913
N0157,연루사건,e003
N0157,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0158,나이,29세(11월 13일생)
N0158,죄명,모살미수
N0158,주문,무죄(원판결 취소)
N0158,판결연도,year_1913
N0158,연루사건,e003
N0158,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0159,나이,29세(2월 25일생)
N0159,죄명,모살미수
N0159,주문,무죄(원판결 취소)
N0159,판결연도,year_1913
N0159,연루사건,e003
N0159,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0160,나이,32세(3월 1일생)
N0160,죄명,모살미수
N0160,주문,무죄(원판결 취소)
N0160,판결연도,year_1913
N0160,연루사건,e003
N0160,본적주소,addr_황해도
모살미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N0161,나이,29세(7월 10일생)
N0161,죄명,모살미수
N0161,주문,무죄(원판결 취소)
N0161,판결연도,year_1913
N0161,연루사건,e003
N0161,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0162,나이,40세(1월 6일생)
N0162,죄명,모살미수
N0162,주문,무죄(원판결 취소)
N0162,판결연도,year_1913
N0162,연루사건,e003
N0162,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0163,나이,23세(1월 18일생)
N0163,죄명,모살미수
N0163,주문,징역 5년(원판결 취소)
N0163,판결연도,year_1913
N0163,연루사건,e003
N0163,본적주소,addr_평안남도
모살미수,URI,❌ 없음
평안남도,URI,https://www.wikidata.org/wiki/Q109380
N0164,나이,29세(2월 26일생)
N0164,죄명,모살미수
N0164,주문,무죄(원판결 취소)
N0164,판결연도,year_1913
N0164,연루사건,e003
N0164,본적주소,addr_황해도
모살미수,URI,❌ 없음
황해도,URI,https://www.wikidata.org/wiki/Q698214
N0165,나이,35세(3월 26일생)
N0165,죄명,모살미수
N0165,주문,무죄(원판결 취소)
N0165,판결연도,year_1913
N0165,연루사건,e003
N0165,본적주소,addr_경성부
모살미수,URI,❌ 없음
경성부,URI,https://www.wikidata.org/wiki/Q483984
N0166,나이,29세(7월 6일생)
N0166,죄명,모살미수
N0166,주문,무죄(원판결 취소)
N0166,판결연도,year_1913
N0166,연루사건,e003
N0166,본적주소,addr_평안북도
모살미수,URI,❌ 없음
평안북도,URI,https://www.wikidata.org/wiki/Q109348
N0167,나이,38세(12월 18일생)
N0167,죄명,모살미수
N0167,주문,무죄(원판결 취소)
N0167,판결연도,year_1913
N0167,연루사건,e003
N0167,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0168,나이,27세(3월 3일생)
N0168,죄명,모살미수
N0168,주문,무죄(원판결 취소)
N0168,판결연도,year_1913
N0168,연루사건,e003
N0168,본적주소,addr_평양부
모살미수,URI,❌ 없음
평양부,URI,https://www.wikidata.org/wiki/Q12621802
N0169,나이,48세(12월 26일생)
N0169,죄명,모살미수
N0169,주문,징역 6년(원판결 취소)
N0169,판결연도,year_1913
N0169,연루사건,e003
N0169,본적주소,addr_경기도
모살미수,URI,❌ 없음
경기도,URI,https://www.wikidata.org/wiki/Q20937
N0170,나이,29세(5월 18일생)
N0170,죄명,모살미수
N0170,주문,무죄(원판결 취소)
